date,demand,sku,supermarket,is_promotion,year,month,day,dayofweek,weekofyear,quarter,is_weekend,lag_7,lag_14,lag_28,rolling_mean_7,rolling_mean_14,rolling_mean_28,rolling_std_7,rolling_std_14,rolling_std_28,supermarket_encoded,sku_encoded,Predicted_Demand
2021-11-23,100.0,Organic Milk,FreshMart,0,2021,11,23,1,47,4,0,97.0,100.0,98.0,98.0,98.53571428571429,98.67857142857143,2.6457513110622166,2.43740313980714,1.939903995876154,1,1,96.68149
2021-11-24,99.0,Organic Milk,FreshMart,0,2021,11,24,2,47,4,0,98.0,102.0,99.0,98.42857142857143,98.53571428571429,98.75,2.6992062325249866,2.43740313980714,1.9507833184503882,1,1,97.016174
2021-11-25,99.0,Organic Milk,FreshMart,0,2021,11,25,3,47,4,0,99.0,101.0,101.0,98.57142857142857,98.32142857142857,98.75,2.6992062325249875,2.2326867469257285,1.9507833184503882,1,1,106.72857
2021-11-26,99.0,Organic Milk,FreshMart,0,2021,11,26,4,47,4,0,100.0,100.0,99.0,98.57142857142857,98.17857142857143,98.67857142857143,2.6992062325249875,2.1086556313054734,1.901336205164179,1,1,97.38714
2021-11-27,95.0,Organic Milk,FreshMart,0,2021,11,27,5,47,4,1,102.0,98.0,97.0,98.42857142857143,98.10714285714286,98.67857142857143,2.6367367999799294,2.0585522491899715,1.901336205164179,1,1,103.42228
2021-11-28,96.0,Organic Milk,FreshMart,0,2021,11,28,6,47,4,1,96.0,96.0,98.0,97.42857142857143,97.89285714285714,98.60714285714286,2.370453040883753,2.220347958080632,2.001652756249823,1,1,109.591354
2021-11-29,96.0,Organic Milk,FreshMart,0,2021,11,29,0,48,4,0,94.0,96.5,99.0,97.42857142857143,97.89285714285714,98.53571428571429,2.370453040883753,2.220347958080632,2.058984698682035,1,1,110.7322
2021-11-30,98.0,Organic Milk,FreshMart,0,2021,11,30,1,48,4,0,100.0,97.0,100.0,97.71428571428571,97.85714285714286,98.42857142857143,1.9760470401155252,2.2483204964935135,2.1113199562502887,1,1,111.30905
2021-12-01,100.0,Organic Milk,FreshMart,0,2021,12,1,2,48,4,0,99.0,98.0,101.0,97.42857142857143,97.92857142857143,98.35714285714286,1.718249385964788,2.234839031007214,2.089910253506986,1,1,116.587814
2021-12-02,100.0,Organic Milk,FreshMart,0,2021,12,2,3,48,4,0,99.0,99.0,99.0,97.57142857142857,98.07142857142857,98.32142857142857,1.9023794624193773,2.302650169306128,2.0512610652134757,1,1,108.541275
2021-12-03,98.5,Organic Milk,FreshMart,0,2021,12,3,4,48,4,0,99.0,100.0,97.0,97.71428571428571,98.14285714285714,98.35714285714286,2.0586634591604964,2.3487195482839667,2.0721126401910586,1,1,109.43078
2021-12-04,97.0,Organic Milk,FreshMart,0,2021,12,4,5,48,4,1,95.0,102.0,100.0,97.64285714285714,98.03571428571429,98.41071428571429,2.0148259998102147,2.2909880780209484,2.055046054399524,1,1,98.78639
2021-12-05,96.0,Organic Milk,FreshMart,0,2021,12,5,6,48,4,1,96.0,96.0,97.0,97.92857142857143,97.67857142857143,98.30357142857143,1.6938263249327083,1.9962189533961257,2.0473075621305705,1,1,96.855034
2021-12-06,95.0,Organic Milk,FreshMart,0,2021,12,6,0,49,4,0,96.0,94.0,98.5,97.92857142857143,97.67857142857143,98.26785714285714,1.6938263249327083,1.9962189533961257,2.079361292857052,1,1,116.61338
2021-12-07,96.0,Organic Milk,FreshMart,0,2021,12,7,1,49,4,0,98.0,100.0,100.0,97.78571428571429,97.75,98.14285714285714,1.9117431586772669,1.8682571063406705,2.168192381004731,1,1,96.299835
2021-12-08,99.0,Organic Milk,FreshMart,0,2021,12,8,2,49,4,0,100.0,99.0,102.0,97.5,97.46428571428571,98.0,2.0207259421605794,1.8023946220609472,2.1730674683982976,1,1,103.51257
2021-12-09,97.0,Organic Milk,FreshMart,0,2021,12,9,3,49,4,0,100.0,99.0,101.0,97.35714285714286,97.46428571428571,97.89285714285714,1.8419709940291065,1.8023946220609472,2.0383233072186235,1,1,102.9192
2021-12-10,99.0,Organic Milk,FreshMart,0,2021,12,10,4,49,4,0,98.5,99.0,100.0,96.92857142857143,97.32142857142857,97.75,1.426784596812605,1.7498037566598894,1.9507833184503902,1,1,97.67856
2021-12-11,97.5,Organic Milk,FreshMart,0,2021,12,11,5,49,4,1,97.0,95.0,98.0,97.0,97.32142857142857,97.71428571428571,1.5275252316478303,1.7498037566598894,1.9169254483656728,1,1,97.386566
2021-12-12,96.0,Organic Milk,FreshMart,0,2021,12,12,6,49,4,1,96.0,96.0,96.0,97.07142857142857,97.5,97.69642857142857,1.5391710817953428,1.6172150801277065,1.9164941261163564,1,1,97.721855
2021-12-13,94.0,Organic Milk,FreshMart,0,2021,12,13,0,50,4,0,95.0,96.0,96.5,97.07142857142857,97.5,97.69642857142857,1.5391710817953428,1.6172150801277065,1.9164941261163564,1,1,96.717
2021-12-14,96.0,Organic Milk,FreshMart,0,2021,12,14,1,50,4,0,96.0,98.0,97.0,96.92857142857143,97.35714285714286,97.60714285714286,1.789519754673965,1.8337495365085263,2.0292177970128367,1,1,104.08648
2021-12-15,100.0,Organic Milk,FreshMart,0,2021,12,15,2,50,4,0,99.0,100.0,98.0,96.92857142857143,97.21428571428571,97.57142857142857,1.789519754673965,1.8575654633302556,2.049002854659178,1,1,129.17372
2021-12-16,99.0,Organic Milk,FreshMart,0,2021,12,16,3,50,4,0,97.0,100.0,99.0,97.07142857142857,97.21428571428571,97.64285714285714,2.0089087300576183,1.8575654633302554,2.0987524639058,1,1,102.14151
2021-12-17,98.0,Organic Milk,FreshMart,0,2021,12,17,4,50,4,0,99.0,98.5,100.0,97.35714285714286,97.14285714285714,97.64285714285714,2.1353041491813887,1.758808287851323,2.0987524639058,1,1,110.77949
2021-12-18,97.0,Organic Milk,FreshMart,0,2021,12,18,5,50,4,1,97.5,97.0,102.0,97.21428571428571,97.10714285714286,97.57142857142857,2.0383233072182985,1.734032332996143,2.049002854659178,1,1,101.33243
2021-12-19,94.0,Organic Milk,FreshMart,0,2021,12,19,6,50,4,1,96.0,96.0,96.0,97.14285714285714,97.10714285714286,97.39285714285714,2.035400978393342,1.734032332996143,1.8577023984069574,1,1,99.28847
2021-12-20,95.0,Organic Milk,FreshMart,0,2021,12,20,0,51,4,0,94.0,95.0,94.0,96.85714285714286,96.96428571428571,97.32142857142857,2.34012616672219,1.9061064393809968,1.9494267234890648,1,1,131.42117
2021-12-21,96.0,Organic Milk,FreshMart,0,2021,12,21,1,51,4,0,96.0,96.0,100.0,97.0,96.96428571428571,97.35714285714286,2.1602468994663755,1.9061064393809968,1.8947155696662894,1,1,109.4449
2021-12-22,97.0,Organic Milk,FreshMart,0,2021,12,22,2,51,4,0,100.0,99.0,99.0,97.0,96.96428571428571,97.21428571428571,2.1602468994663755,1.9061064393809968,1.8380171050062732,1,1,166.16736
2021-12-23,98.0,Organic Milk,FreshMart,0,2021,12,23,3,51,4,0,99.0,97.0,99.0,96.57142857142857,96.82142857142857,97.14285714285714,1.7182493859647812,1.814547441537528,1.8046090315086314,1,1,109.34363
2021-12-24,99.0,Organic Milk,FreshMart,0,2021,12,24,4,51,4,0,98.0,99.0,99.0,96.42857142857143,96.89285714285714,97.10714285714286,1.5118578920327364,1.841598087665024,1.776164943002386,1,1,97.564865
2021-12-25,97.0,Organic Milk,FreshMart,0,2021,12,25,5,51,4,1,97.0,97.5,95.0,96.57142857142857,96.89285714285714,97.10714285714286,1.7182493859647812,1.841598087665024,1.776164943002386,1,1,94.309784
2021-12-26,94.0,Organic Milk,FreshMart,0,2021,12,26,6,51,4,1,94.0,96.0,96.0,96.57142857142857,96.85714285714286,97.17857142857143,1.7182493859647812,1.8337495365085514,1.7278454026441419,1,1,124.524055
2021-12-27,96.0,Organic Milk,FreshMart,0,2021,12,27,0,52,4,0,95.0,94.0,96.0,96.57142857142857,96.71428571428571,97.10714285714286,1.7182493859647812,1.9778998741331446,1.8173910016556198,1,1,94.20643
2021-12-28,97.0,Organic Milk,FreshMart,0,2021,12,28,1,52,4,0,96.0,96.0,98.0,96.71428571428571,96.85714285714286,97.10714285714286,1.603567451470619,1.8337495365085514,1.8173910016556198,1,1,101.3294
2021-12-29,98.0,Organic Milk,FreshMart,0,2021,12,29,2,52,4,0,97.0,100.0,100.0,96.85714285714286,96.92857142857143,97.07142857142857,1.573591584934888,1.8171950369197445,1.809001595487284,1,1,104.97711
2021-12-30,102.0,Organic Milk,FreshMart,0,2021,12,30,3,52,4,0,98.0,99.0,100.0,97.0,96.78571428571429,97.0,1.6329931618516036,1.6256866681083177,1.726696696432309,1,1,103.2722
2021-11-05,57.0,Whole Wheat Bread,FreshMart,0,2021,11,5,4,44,4,0,59.0,59.0,57.0,57.285714285714285,53.9,55.41428571428571,2.1380899352996483,12.610801231179105,8.945419447992823,1,2,58.11891
2021-11-06,54.0,Whole Wheat Bread,FreshMart,0,2021,11,6,5,44,4,1,57.0,56.0,56.0,57.0,53.75714285714286,55.41428571428571,2.0000000000002514,12.5598085657701,8.945419447992823,1,2,56.012333
2021-11-07,55.0,Whole Wheat Bread,FreshMart,0,2021,11,7,6,44,4,1,55.0,55.0,55.0,56.57142857142857,53.614285714285714,55.34285714285714,2.2990681342046337,12.54369943853871,8.94855372429606,1,2,54.2534
2021-11-08,54.0,Whole Wheat Bread,FreshMart,0,2021,11,8,0,45,4,0,54.0,55.0,56.0,56.57142857142857,53.614285714285714,55.34285714285714,2.2990681342046337,12.54369943853871,8.94855372429606,1,2,55.70294
2021-11-09,58.0,Whole Wheat Bread,FreshMart,0,2021,11,9,1,45,4,0,58.0,10.6,58.0,56.57142857142857,53.542857142857144,55.271428571428565,2.2990681342046337,12.538047589742117,8.951095821301188,1,2,57.26914
2021-11-10,56.0,Whole Wheat Bread,FreshMart,0,2021,11,10,2,45,4,0,60.0,59.0,58.0,56.57142857142857,56.92857142857143,55.271428571428565,2.2990681342046337,2.129076568131822,8.951095821301188,1,2,58.33011
2021-11-11,59.0,Whole Wheat Bread,FreshMart,0,2021,11,11,3,45,4,0,58.0,59.0,59.0,56.0,56.714285714285715,55.199999999999996,1.7320508075690897,2.0542103640526084,8.936483689949863,1,2,57.80755
2021-11-12,58.0,Whole Wheat Bread,FreshMart,0,2021,11,12,4,45,4,0,57.0,59.0,58.0,56.142857142857146,56.714285714285715,55.199999999999996,1.9518001458972638,2.0542103640526084,8.936483689949863,1,2,56.60415
2021-11-13,55.0,Whole Wheat Bread,FreshMart,0,2021,11,13,5,45,4,1,54.0,57.0,56.0,56.285714285714285,56.642857142857146,55.199999999999996,2.058663459163747,1.9848325973646659,8.936483689949863,1,2,58.289455
2021-11-14,54.0,Whole Wheat Bread,FreshMart,0,2021,11,14,6,45,4,1,55.0,55.0,54.0,56.42857142857143,56.5,55.16428571428571,1.9023794624229053,2.0286410760372404,8.935166241721246,1,2,56.358128
2021-11-15,55.0,Whole Wheat Bread,FreshMart,0,2021,11,15,0,46,4,0,54.0,54.0,56.0,56.285714285714285,56.42857142857143,55.16428571428571,2.058663459163747,2.1018045621758774,8.935166241721246,1,2,56.580513
2021-11-16,56.0,Whole Wheat Bread,FreshMart,0,2021,11,16,1,46,4,0,58.0,58.0,57.0,56.42857142857143,56.5,55.128571428571426,1.9023794624229053,2.0286410760372404,8.933700537347583,1,2,56.518375
2021-11-17,58.0,Whole Wheat Bread,FreshMart,0,2021,11,17,2,46,4,0,56.0,60.0,58.0,56.142857142857146,56.357142857142854,55.09285714285714,1.7728105208560547,1.9848325973646614,8.9279390252227,1,2,56.646236
2021-11-18,57.5,Whole Wheat Bread,FreshMart,0,2021,11,18,3,46,4,0,59.0,58.0,59.0,56.42857142857143,56.214285714285715,55.09285714285714,1.9023794624229053,1.7619295117559337,8.9279390252227,1,2,57.6739
2021-11-19,57.0,Whole Wheat Bread,FreshMart,0,2021,11,19,4,46,4,0,58.0,57.0,59.0,56.214285714285715,56.17857142857143,55.03928571428571,1.629344010564588,1.7276834518773996,8.90810447832897,1,2,57.314762
2021-11-20,55.0,Whole Wheat Bread,FreshMart,0,2021,11,20,5,46,4,1,55.0,54.0,56.0,56.07142857142857,56.17857142857143,54.96785714285714,1.484042099261914,1.7276834518773996,8.883153159374736,1,2,55.031277
2021-11-21,55.0,Whole Wheat Bread,FreshMart,0,2021,11,21,6,46,4,1,54.0,55.0,55.0,56.07142857142857,56.25,54.93214285714286,1.484042099261914,1.6495920241546838,8.880859716951315,1,2,54.952538
2021-11-22,55.0,Whole Wheat Bread,FreshMart,0,2021,11,22,0,47,4,0,55.0,54.0,55.0,56.214285714285715,56.25,54.93214285714286,1.2863754913565082,1.6495920241546838,8.880859716951315,1,2,56.607414
2021-11-23,57.0,Whole Wheat Bread,FreshMart,0,2021,11,23,1,47,4,0,56.0,58.0,10.6,56.214285714285715,56.32142857142857,54.93214285714286,1.2863754913565082,1.5641063171758742,8.880859716951315,1,2,56.369972
2021-11-24,57.0,Whole Wheat Bread,FreshMart,0,2021,11,24,2,47,4,0,58.0,56.0,59.0,56.357142857142854,56.25,56.589285714285715,1.3138456820309241,1.5032017112205152,1.8411629347723713,1,2,57.297344
2021-11-25,59.0,Whole Wheat Bread,FreshMart,0,2021,11,25,3,47,4,0,57.5,59.0,59.0,56.214285714285715,56.32142857142857,56.517857142857146,1.1495340671025651,1.5141276094118759,1.7820199881297418,1,2,57.88251
2021-11-26,56.0,Whole Wheat Bread,FreshMart,0,2021,11,26,4,47,4,0,57.0,58.0,59.0,56.42857142857143,56.32142857142857,56.517857142857146,1.5118578920371872,1.5141276094118759,1.7820199881297418,1,2,57.12121
2021-11-27,57.0,Whole Wheat Bread,FreshMart,0,2021,11,27,5,47,4,1,55.0,55.0,57.0,56.285714285714285,56.17857142857143,56.410714285714285,1.4960264830864618,1.435901524065659,1.7162274056590627,1,2,56.72648
2021-11-28,52.0,Whole Wheat Bread,FreshMart,0,2021,11,28,6,47,4,1,55.0,54.0,55.0,56.57142857142857,56.32142857142857,56.410714285714285,1.3972762620118557,1.4088612812803878,1.7162274056590627,1,2,58.23025
2021-11-29,54.0,Whole Wheat Bread,FreshMart,0,2021,11,29,0,48,4,0,55.0,55.0,54.0,56.142857142857146,56.17857142857143,56.30357142857143,2.1930626551753107,1.7276834518773985,1.8921831684210475,1,2,55.22617
2021-11-30,55.0,Whole Wheat Bread,FreshMart,0,2021,11,30,1,48,4,0,57.0,56.0,58.0,56.0,56.107142857142854,56.30357142857143,2.309401076758664,1.7993435921574985,1.8921831684210475,1,2,55.616077
2021-12-01,59.0,Whole Wheat Bread,FreshMart,0,2021,12,1,2,48,4,0,57.0,58.0,60.0,55.714285714285715,56.035714285714285,56.19642857142857,2.2886885410854667,1.823608908332686,1.8774454951610184,1,2,56.509388
2021-12-02,59.0,Whole Wheat Bread,FreshMart,0,2021,12,2,3,48,4,0,59.0,57.5,58.0,56.0,56.107142857142854,56.160714285714285,2.581988897471756,1.9233241599316304,1.8107373750129172,1,2,57.56092
2021-12-03,56.0,Whole Wheat Bread,FreshMart,0,2021,12,3,4,48,4,0,56.0,57.0,57.0,56.0,56.214285714285715,56.19642857142857,2.581988897471756,2.0448272986537472,1.8576133917546804,1,2,56.17001
2021-12-04,55.0,Whole Wheat Bread,FreshMart,0,2021,12,4,5,48,4,1,57.0,55.0,54.0,56.0,56.142857142857146,56.160714285714285,2.581988897471756,2.032699715124943,1.851193666102177,1,2,54.848995
2021-12-05,56.0,Whole Wheat Bread,FreshMart,0,2021,12,5,6,48,4,1,52.0,55.0,55.0,55.714285714285715,56.142857142857146,56.19642857142857,2.563479777846757,2.032699715124943,1.8173000206565177,1,2,54.09751
2021-12-06,55.0,Whole Wheat Bread,FreshMart,0,2021,12,6,0,49,4,0,54.0,55.0,54.0,56.285714285714285,56.214285714285715,56.232142857142854,1.9760470401189116,2.006856379383793,1.8026839190962216,1,2,56.16206
2021-12-07,57.0,Whole Wheat Bread,FreshMart,0,2021,12,7,1,49,4,0,55.0,57.0,58.0,56.42857142857143,56.214285714285715,56.267857142857146,1.8126539343501615,2.006856379383793,1.766363406136594,1,2,55.916924
2021-12-08,57.0,Whole Wheat Bread,FreshMart,0,2021,12,8,2,49,4,0,59.0,57.0,56.0,56.714285714285715,56.214285714285715,56.232142857142854,1.7043362064929561,2.006856379383793,1.7399560597744677,1,2,57.609333
2021-12-09,57.0,Whole Wheat Bread,FreshMart,0,2021,12,9,3,49,4,0,59.0,59.0,59.0,56.42857142857143,56.214285714285715,56.267857142857146,1.3972762620118426,2.006856379383793,1.7452694945091993,1,2,58.386173
2021-12-10,58.0,Whole Wheat Bread,FreshMart,0,2021,12,10,4,49,4,0,56.0,56.0,58.0,56.142857142857146,56.07142857142857,56.19642857142857,0.8997354108428677,1.859043828435694,1.6685505226272477,1,2,55.5884
2021-12-11,58.0,Whole Wheat Bread,FreshMart,0,2021,12,11,5,49,4,1,55.0,57.0,55.0,56.42857142857143,56.214285714285715,56.19642857142857,1.1338934190280492,1.9286731759894202,1.6685505226272477,1,2,55.232822
2021-12-12,54.0,Whole Wheat Bread,FreshMart,0,2021,12,12,6,49,4,1,56.0,52.0,54.0,56.857142857142854,56.285714285714285,56.30357142857143,1.0690449676501308,1.9778998741313512,1.6851161390584253,1,2,55.22991
2021-12-13,55.0,Whole Wheat Bread,FreshMart,0,2021,12,13,0,50,4,0,55.0,54.0,55.0,56.57142857142857,56.42857142857143,56.30357142857143,1.5118578920371943,1.6967972416060184,1.6851161390584253,1,2,54.989773
2021-12-14,55.0,Whole Wheat Bread,FreshMart,0,2021,12,14,1,50,4,0,57.0,55.0,56.0,56.57142857142857,56.5,56.30357142857143,1.5118578920371943,1.605279750362533,1.6851161390584253,1,2,55.760807
2021-12-15,59.0,Whole Wheat Bread,FreshMart,0,2021,12,15,2,50,4,0,57.0,59.0,58.0,56.285714285714285,56.5,56.267857142857146,1.603567451474795,1.605279750362533,1.7022977002616924,1,2,58.128906
2021-12-16,58.0,Whole Wheat Bread,FreshMart,0,2021,12,16,3,50,4,0,57.0,59.0,57.5,56.57142857142857,56.5,56.30357142857143,1.902379462422911,1.605279750362533,1.7498110253217047,1,2,56.9578
2021-12-17,57.0,Whole Wheat Bread,FreshMart,0,2021,12,17,4,50,4,0,58.0,56.0,57.0,56.714285714285715,56.42857142857143,56.32142857142857,1.9760470401189352,1.5045717874987476,1.7649587431660065,1,2,57.189053
2021-12-18,54.0,Whole Wheat Bread,FreshMart,0,2021,12,18,5,50,4,1,58.0,55.0,55.0,56.57142857142857,56.5,56.32142857142857,1.902379462422911,1.5063966175053924,1.7649587431660065,1,2,55.923615
2021-12-19,54.0,Whole Wheat Bread,FreshMart,0,2021,12,19,6,50,4,1,54.0,56.0,55.0,56.0,56.42857142857143,56.285714285714285,2.0000000000001825,1.6035674514748313,1.8024087351863416,1,2,54.342976
2021-12-20,55.0,Whole Wheat Bread,FreshMart,0,2021,12,20,0,51,4,0,55.0,55.0,55.0,56.0,56.285714285714285,56.25,2.0000000000001825,1.7288756430153938,1.8383769008634827,1,2,55.08671
2021-12-21,58.0,Whole Wheat Bread,FreshMart,0,2021,12,21,1,51,4,0,55.0,57.0,57.0,56.0,56.285714285714285,56.25,2.0000000000001825,1.7288756430153938,1.8383769008634827,1,2,55.284977
2021-12-22,57.0,Whole Wheat Bread,FreshMart,0,2021,12,22,2,51,4,0,59.0,57.0,57.0,56.42857142857143,56.357142857142854,56.285714285714285,2.070196678027263,1.7805419597219772,1.863035016015064,1,2,57.080223
2021-12-23,59.0,Whole Wheat Bread,FreshMart,0,2021,12,23,3,51,4,0,58.0,57.0,59.0,56.142857142857146,56.357142857142854,56.285714285714285,1.772810520856052,1.7805419597219772,1.863035016015064,1,2,56.871952
2021-12-24,57.0,Whole Wheat Bread,FreshMart,0,2021,12,24,4,51,4,0,57.0,58.0,56.0,56.285714285714285,56.5,56.285714285714285,1.9760470401189085,1.9115036368908838,1.863035016015064,1,2,57.23264
2021-12-25,55.0,Whole Wheat Bread,FreshMart,0,2021,12,25,5,51,4,1,54.0,58.0,57.0,56.285714285714285,56.42857142857143,56.32142857142857,1.9760470401189085,1.86935964825028,1.8669359216235837,1,2,56.31306
2021-12-26,54.0,Whole Wheat Bread,FreshMart,0,2021,12,26,6,51,4,1,54.0,54.0,52.0,56.42857142857143,56.214285714285715,56.25,1.8126539343501593,1.8471837786448884,1.8782379449304532,1,2,53.8417
2021-12-27,53.0,Whole Wheat Bread,FreshMart,0,2021,12,27,0,52,4,0,55.0,55.0,54.0,56.42857142857143,56.214285714285715,56.32142857142857,1.8126539343501593,1.8471837786448884,1.7438478405537725,1,2,54.92061
2021-12-28,55.0,Whole Wheat Bread,FreshMart,0,2021,12,28,1,52,4,0,58.0,55.0,55.0,56.142857142857146,56.07142857142857,56.285714285714285,2.1930626551753076,2.017778127403867,1.8024087351863418,1,2,56.21646
2021-12-29,56.0,Whole Wheat Bread,FreshMart,0,2021,12,29,2,52,4,0,57.0,59.0,59.0,55.714285714285715,56.07142857142857,56.285714285714285,2.0586634591637125,2.017778127403867,1.8024087351863418,1,2,56.833435
2021-12-30,57.0,Whole Wheat Bread,FreshMart,0,2021,12,30,3,52,4,0,59.0,58.0,59.0,55.57142857142857,55.857142857142854,56.17857142857143,1.988059594776169,1.833749536506616,1.7224782195807413,1,2,57.616177
2021-11-05,72.0,Free Range Eggs,GreenBasket,0,2021,11,5,4,44,4,0,79.0,73.5,74.0,73.5,74.07142857142857,74.64285714285714,2.692582403568034,2.4246898521507885,2.036050747280729,2,0,73.65686
2021-11-06,75.0,Free Range Eggs,GreenBasket,0,2021,11,6,5,44,4,1,73.0,73.0,76.0,72.5,73.96428571428571,74.57142857142857,1.1902380714254397,2.484291306732256,2.093704344838992,2,0,71.90063
2021-11-07,74.0,Free Range Eggs,GreenBasket,0,2021,11,7,6,44,4,1,71.0,72.0,73.0,72.78571428571429,74.10714285714286,74.53571428571429,1.5236235005514147,2.4820786219852926,2.076894812813557,2,0,71.36503
2021-11-08,71.0,Free Range Eggs,GreenBasket,0,2021,11,8,0,45,4,0,71.5,74.0,76.0,73.21428571428571,74.25,74.57142857142857,1.3496031162651794,2.4079196255438022,2.05802082969282,2,0,74.828865
2021-11-09,71.0,Free Range Eggs,GreenBasket,0,2021,11,9,1,45,4,0,72.0,75.0,75.0,73.14285714285714,74.03571428571429,74.39285714285714,1.463850109424197,2.560530937387952,2.1445760301761694,2,0,75.178825
2021-11-10,77.0,Free Range Eggs,GreenBasket,0,2021,11,10,2,45,4,0,74.0,77.0,74.0,73.0,73.75,74.25,1.6329931618566897,2.6656648759308545,2.233996584764758,2,0,76.15498
2021-11-11,73.0,Free Range Eggs,GreenBasket,0,2021,11,11,3,45,4,0,74.0,78.0,79.0,73.42857142857143,73.75,74.35714285714286,2.2253945610576866,2.6656648759308545,2.292730633243599,2,0,75.94378
2021-11-12,74.0,Free Range Eggs,GreenBasket,0,2021,11,12,4,45,4,0,72.0,79.0,76.0,73.28571428571429,73.39285714285714,74.14285714285714,2.214669705569216,2.3711290026599325,2.1163260568343105,2,0,76.00299
2021-11-13,71.0,Free Range Eggs,GreenBasket,0,2021,11,13,5,45,4,1,75.0,73.0,75.0,73.57142857142857,73.03571428571429,74.07142857142857,2.149196970743222,1.7591987436849383,2.0848407245064893,2,0,74.065315
2021-11-14,73.0,Free Range Eggs,GreenBasket,0,2021,11,14,6,45,4,1,74.0,71.0,75.0,73.0,72.89285714285714,73.92857142857143,2.236067977500696,1.8415980876635392,2.1547290184283194,2,0,77.82154
2021-11-15,70.0,Free Range Eggs,GreenBasket,0,2021,11,15,0,46,4,0,71.0,71.5,75.0,72.85714285714286,73.03571428571429,73.85714285714286,2.193062655176049,1.7591987436849383,2.151042567450507,2,0,73.5132
2021-11-16,75.0,Free Range Eggs,GreenBasket,0,2021,11,16,1,46,4,0,71.0,72.0,76.0,72.71428571428571,72.92857142857143,73.67857142857143,2.360387377409169,1.8999710813306052,2.2575563883457765,2,0,73.81291
2021-11-17,77.0,Free Range Eggs,GreenBasket,0,2021,11,17,2,46,4,0,77.0,74.0,75.0,73.28571428571429,73.14285714285714,73.64285714285714,2.3603873774092072,1.9555500055427468,2.227177015936867,2,0,74.67618
2021-11-18,72.0,Free Range Eggs,GreenBasket,0,2021,11,18,3,46,4,0,73.0,74.0,74.0,73.28571428571429,73.35714285714286,73.71428571428571,2.3603873774092072,2.2051388533694913,2.303092009502177,2,0,75.02752
2021-11-19,76.0,Free Range Eggs,GreenBasket,0,2021,11,19,4,46,4,0,74.0,72.0,73.5,73.14285714285714,73.21428571428571,73.64285714285714,2.410295378066329,2.224983022531148,2.3248143807112625,2,0,74.936676
2021-11-20,74.0,Free Range Eggs,GreenBasket,0,2021,11,20,5,46,4,1,71.0,75.0,73.0,73.42857142857143,73.5,73.73214285714286,2.636736799983105,2.3121751331065212,2.3667532959776634,2,0,72.90332
2021-11-21,73.0,Free Range Eggs,GreenBasket,0,2021,11,21,6,46,4,1,73.0,74.0,72.0,73.85714285714286,73.42857142857143,73.76785714285714,2.4102953780663774,2.277457614713284,2.362837837326677,2,0,71.456375
2021-11-22,76.0,Free Range Eggs,GreenBasket,0,2021,11,22,0,47,4,0,70.0,71.0,74.0,73.85714285714286,73.35714285714286,73.80357142857143,2.4102953780663774,2.2738358934479033,2.3425978208528466,2,0,72.99445
2021-11-23,73.0,Free Range Eggs,GreenBasket,0,2021,11,23,1,47,4,0,75.0,71.0,75.0,74.71428571428571,73.71428571428571,73.875,1.7994708216861532,2.267786838055861,2.3790170706033544,2,0,74.193596
2021-11-24,72.0,Free Range Eggs,GreenBasket,0,2021,11,24,2,47,4,0,77.0,77.0,77.0,74.42857142857143,73.85714285714286,73.80357142857143,1.9023794624238706,2.1432234119215883,2.374007729223444,2,0,75.49178
2021-11-25,76.0,Free Range Eggs,GreenBasket,0,2021,11,25,3,47,4,0,72.0,73.0,78.0,73.71428571428571,73.5,73.625,1.7043362064939582,1.990361389682982,2.311905579258676,2,0,74.544914
2021-11-26,72.0,Free Range Eggs,GreenBasket,0,2021,11,26,4,47,4,0,76.0,74.0,79.0,74.28571428571429,73.71428571428571,73.55357142857143,1.7043362064940055,2.091321681049721,2.199912816935344,2,0,75.144005
2021-11-27,74.0,Free Range Eggs,GreenBasket,0,2021,11,27,5,47,4,1,74.0,71.0,73.0,73.71428571428571,73.57142857142857,73.30357142857143,1.7043362064939582,2.1380899352999307,1.9405005354398577,2,0,73.61615
2021-11-28,72.5,Free Range Eggs,GreenBasket,0,2021,11,28,6,47,4,1,73.0,73.0,71.0,73.71428571428571,73.78571428571429,73.33928571428571,1.7043362064939582,2.006856379384127,1.94390582109059,2,0,71.64231
2021-11-29,71.0,Free Range Eggs,GreenBasket,0,2021,11,29,0,48,4,0,76.0,70.0,71.5,73.64285714285714,73.75,73.39285714285714,1.7491494531709124,2.0262697823269926,1.8971574392248995,2,0,71.832146
2021-11-30,75.0,Free Range Eggs,GreenBasket,0,2021,11,30,1,48,4,0,73.0,75.0,72.0,72.92857142857143,73.82142857142857,73.375,1.6438920136021837,1.897438991187057,1.9178740158677716,2,0,72.24489
2021-12-01,75.0,Free Range Eggs,GreenBasket,0,2021,12,1,2,48,4,0,72.0,77.0,74.0,73.21428571428571,73.82142857142857,73.48214285714286,1.822478688883014,1.897438991187057,1.9220077410389815,2,0,75.82408
2021-12-02,73.0,Free Range Eggs,GreenBasket,0,2021,12,2,3,48,4,0,76.0,72.0,74.0,73.64285714285714,73.67857142857143,73.51785714285714,1.841970994033688,1.7052762336258878,1.9411820704632101,2,0,74.837906
